,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000271155.1,4.117963034,0.018452369,0.181413256,0.101714556,0.918983248,0.948006806
ENSG00000131620.17,1223.48449,-0.019335204,0.190781719,-0.101347258,0.919274803,0.948277828
ENSG00000249332.2,0.388595314,0.093915642,0.927828803,0.101220873,0.919375127,0.948321835
ENSG00000272545.1,0.253935586,0.101041011,0.998088147,0.101234557,0.919364265,0.948321835
ENSG00000261215.1,1.702070949,-0.02462813,0.243538743,-0.101126126,0.919450339,0.948369674
ENSG00000237259.1,0.253125937,-0.048669531,0.481773213,-0.101021663,0.919533263,0.948425466
ENSG00000172689.2,1.820084569,0.043318303,0.429234798,0.10091983,0.919614101,0.948479101
ENSG00000237267.1,0.226659338,-0.067832625,0.67253491,-0.100861121,0.919660706,0.948497427
ENSG00000178988.11,3021.856465,0.005760159,0.057194671,0.100711464,0.919779511,0.948543119
ENSG00000197561.7,23.0710352,-0.031069612,0.308538444,-0.100699321,0.919789151,0.948543119
ENSG00000198093.11,315.0814434,0.013156055,0.13065079,0.100696332,0.919791523,0.948543119
ENSG00000254120.1,0.186461779,0.097982257,0.973609011,0.100638198,0.919837673,0.948560971
ENSG00000204393.7,0.154299664,-0.068709681,0.683598803,-0.100511704,0.919938091,0.948609589
ENSG00000287179.1,0.1523952,-0.149627387,1.488738585,-0.100506153,0.919942498,0.948609589
ENSG00000258888.1,0.227076655,0.05905955,0.588321678,0.100386493,0.920037492,0.948661656
ENSG00000259615.1,0.147326689,-0.100730884,1.003596668,-0.100369887,0.920050676,0.948661656
ENSG00000285563.1,0.269706988,0.048534894,0.484420463,0.100191668,0.920192161,0.948777798
ENSG00000235281.2,0.269085004,0.09039252,0.904344985,0.099953581,0.920381178,0.948860516
ENSG00000259708.1,0.124832368,-0.085089278,0.850787524,-0.100012371,0.920334504,0.948860516
ENSG00000262786.1,0.233824418,-0.050274361,0.502555569,-0.100037416,0.92031462,0.948860516
ENSG00000286206.1,0.151235538,0.13266021,1.327328567,0.099945268,0.920387777,0.948860516
ENSG00000205041.1,15.00323964,0.021484502,0.215364311,0.09975888,0.920535754,0.948983327
ENSG00000227293.1,0.159981325,0.1237734,1.244173945,0.099482392,0.920755268,0.949150128
ENSG00000254960.2,0.137314508,-0.145092647,1.458353568,-0.099490721,0.920748655,0.949150128
ENSG00000286246.1,0.192954602,0.126429443,1.272175943,0.09938047,0.920836189,0.949203796
ENSG00000259119.1,0.123281916,-0.106683257,1.073939933,-0.099338197,0.920869752,0.949208645
ENSG00000177757.2,9.380736737,0.01600609,0.161600546,0.099047253,0.921100752,0.94938725
ENSG00000255005.1,0.177162694,-0.118378404,1.195134436,-0.099050283,0.921098346,0.94938725
ENSG00000250402.2,0.215645883,0.124420653,1.256702672,0.099005641,0.921133792,0.949391554
ENSG00000101438.4,0.900753513,-0.044845673,0.453873551,-0.098806535,0.92129188,0.949524739
ENSG00000232629.9,3467.882358,-0.022306026,0.225866925,-0.098757382,0.921330907,0.949535209
ENSG00000254873.1,3.730358989,-0.014952219,0.151605609,-0.098625766,0.921435411,0.949613158
ENSG00000233376.1,0.158059014,-0.134763157,1.36723986,-0.098565848,0.921482987,0.949632434
ENSG00000086065.14,4515.096896,-0.008162098,0.082866662,-0.098496762,0.921537843,0.949659212
ENSG00000286860.1,0.128351744,-0.198637829,2.020477921,-0.098312299,0.921684313,0.949780394
ENSG00000234826.1,0.272477618,0.066890482,0.680915909,0.098236039,0.921744866,0.949801226
ENSG00000287078.1,3.670508229,0.018862166,0.192051495,0.098214107,0.921762281,0.949801226
ENSG00000273906.1,36.55591527,0.059954666,0.610709158,0.098172207,0.921795551,0.949805754
ENSG00000231979.1,0.224793231,0.084867266,0.865043637,0.098107497,0.921846934,0.949828944
ENSG00000162664.17,1199.375264,0.007374915,0.075278786,0.097968032,0.921957678,0.949883538
ENSG00000231080.1,0.387283479,0.118260198,1.206805099,0.097994447,0.921936703,0.949883538
ENSG00000224661.1,0.178222456,0.154534975,1.581150225,0.097735796,0.922142091,0.950043778
ENSG00000228215.3,0.296115043,0.100478715,1.028547784,0.097689885,0.922178547,0.95005158
ENSG00000249219.1,0.255464904,0.086740513,0.889820706,0.097480888,0.922344511,0.950133281
ENSG00000272657.1,0.282584401,0.043944812,0.450561742,0.097533384,0.922302824,0.950133281
ENSG00000277695.1,0.466696233,-0.06023306,0.617809053,-0.097494621,0.922333605,0.950133281
ENSG00000196372.13,1175.522784,-0.007322234,0.075595134,-0.096861179,0.922836638,0.950580694
ENSG00000251126.2,0.182737507,-0.117307702,1.210728154,-0.096890208,0.922813585,0.950580694
ENSG00000231114.1,0.350443915,0.138621393,1.434223371,0.096652582,0.923002297,0.950721559
ENSG00000012660.14,6225.08987,0.007930255,0.082122718,0.096565909,0.92307113,0.950725935
ENSG00000287776.1,0.153189398,-0.155767884,1.613538806,-0.096538046,0.923093259,0.950725935
ENSG00000288055.1,0.157745179,0.112189416,1.161686971,0.096574567,0.923064255,0.950725935
ENSG00000235263.1,0.157079315,0.094374462,0.980154819,0.09628526,0.923294017,0.950883762
ENSG00000287438.1,0.365400023,0.068068383,0.707040233,0.096272291,0.923304317,0.950883762
ENSG00000097007.19,4356.92055,-0.007041277,0.073244268,-0.096134172,0.923414012,0.95092071
ENSG00000228084.1,6.217895516,-0.016154365,0.168068204,-0.096117913,0.923426924,0.95092071
ENSG00000231178.3,0.177347626,0.0775208,0.80611596,0.096165817,0.923388879,0.95092071
ENSG00000263860.1,0.206723033,-0.049674357,0.517005207,-0.096080961,0.923456272,0.950921161
ENSG00000285610.1,0.422914134,0.07724768,0.805588872,0.095889706,0.92360817,0.951047802
ENSG00000226012.1,11.93120128,-0.01669266,0.174240343,-0.095802497,0.923677434,0.951089349
ENSG00000106609.16,7426.490394,0.005181392,0.054195138,0.095606213,0.923833331,0.951220094
ENSG00000286842.1,0.173920796,0.077212199,0.808094066,0.095548528,0.923879146,0.951237491
ENSG00000229370.1,0.15851759,0.138842754,1.455101184,0.095417938,0.923982869,0.951314506
ENSG00000269446.2,0.812747211,-0.03550707,0.372271917,-0.095379395,0.924013482,0.951316247
ENSG00000176293.20,195.6181942,0.015574831,0.164161106,0.094875279,0.924413892,0.951698699
ENSG00000286446.1,0.135678357,-0.10648892,1.12531169,-0.0946306,0.924608244,0.951868994
ENSG00000115252.18,301.980246,0.013745173,0.145471986,0.094486734,0.92472252,0.951956844
ENSG00000154328.16,873.8270412,-0.008553974,0.090655501,-0.094356924,0.924825633,0.952033197
ENSG00000167791.14,0.148379214,0.080475237,0.856089362,0.094003314,0.925106525,0.952281811
ENSG00000187003.7,0.275602069,0.05045442,0.536863386,0.093979999,0.925125045,0.952281811
ENSG00000144063.4,1226.558835,-0.015551474,0.165744386,-0.09382806,0.925245741,0.952376245
ENSG00000253311.3,1.217021344,0.033210233,0.354157928,0.093772383,0.92528997,0.952391967
ENSG00000140943.17,7138.707722,0.005494108,0.058753181,0.093511667,0.925497081,0.952575336
ENSG00000255299.5,2.62526809,-0.02065505,0.221136936,-0.093403889,0.925582701,0.95263365
ENSG00000253398.1,0.192200622,-0.060101241,0.643753897,-0.093360586,0.925617101,0.952638807
ENSG00000271955.2,0.154358975,-0.126293397,1.35326919,-0.093324667,0.925645636,0.952638807
ENSG00000254035.1,10.71533109,-0.019891656,0.214566108,-0.092706421,0.926136796,0.953114467
ENSG00000085274.16,763.9870845,0.006978596,0.075504741,0.092425928,0.92635964,0.953224505
ENSG00000223944.2,0.210271995,0.065441521,0.707614419,0.092481893,0.926315177,0.953224505
ENSG00000231173.1,0.148877863,-0.08558354,0.925010332,-0.092521712,0.926283541,0.953224505
ENSG00000232382.2,0.363208412,0.062427216,0.675326484,0.092440054,0.926348417,0.953224505
ENSG00000263609.2,0.149815628,0.095835444,1.039475802,0.092195936,0.926542367,0.953382705
ENSG00000237670.1,0.151920338,0.134233672,1.459686098,0.091960643,0.92672931,0.953540851
ENSG00000261826.1,0.125650665,-0.144290515,1.569577676,-0.091929516,0.926754041,0.953540851
ENSG00000231557.1,0.142821771,-0.171889365,1.871667964,-0.091837531,0.926827125,0.953586217
ENSG00000159763.4,101.8720978,0.032864609,0.358488331,0.091675533,0.926955838,0.953688815
ENSG00000261131.1,7.364116266,0.013011408,0.142139127,0.091539943,0.92706357,0.953739989
ENSG00000280071.4,49.41413778,0.012209497,0.133378643,0.091540123,0.927063427,0.953739989
ENSG00000129422.14,7562.28244,-0.011421216,0.124832245,-0.091492519,0.92710125,0.953748923
ENSG00000083123.15,767.0126939,0.0070541,0.077347283,0.091200361,0.927333388,0.953824298
ENSG00000228383.7,0.127831244,0.27319984,2.992302121,0.091300888,0.927253513,0.953824298
ENSG00000229673.1,0.264622566,0.065741103,0.720993034,0.091181329,0.927348511,0.953824298
ENSG00000231515.1,0.199256982,0.080761993,0.884872329,0.091269655,0.927278329,0.953824298
ENSG00000248456.1,0.20388561,0.072283281,0.792235454,0.091239645,0.927302175,0.953824298
ENSG00000286845.1,0.151309884,0.123684549,1.354584319,0.091308121,0.927247765,0.953824298
ENSG00000249792.1,0.131733999,0.10035851,1.101414147,0.091117869,0.927398934,0.953846333
ENSG00000231113.2,82.7381964,-0.007451644,0.081877073,-0.091010139,0.927484535,0.953904547
ENSG00000185753.13,1411.016275,0.005402509,0.05945025,0.090874448,0.927592354,0.953981387
ENSG00000229533.1,0.161580072,-0.117529986,1.293768831,-0.090843111,0.927617254,0.953981387
ENSG00000157219.5,0.198277155,0.072686537,0.802141006,0.09061566,0.927797988,0.954137426
ENSG00000253199.2,0.226624775,0.087955709,0.972238057,0.090467256,0.927915913,0.954228864
ENSG00000286097.1,0.182051941,0.173813699,1.922561217,0.090407368,0.927963502,0.954247968
ENSG00000263220.1,5.038212941,-0.021168142,0.234452687,-0.090287478,0.92805877,0.954316099
ENSG00000007038.11,279.6787982,0.02722368,0.302009592,0.090141772,0.928174555,0.954375488
ENSG00000261249.1,0.180335231,0.107109899,1.187938212,0.090164537,0.928156465,0.954375488
ENSG00000079689.14,11.76611316,0.039026697,0.433429085,0.090041713,0.928254067,0.954427408
ENSG00000261638.2,0.173908891,-0.074927681,0.832550843,-0.089997724,0.928289024,0.954433515
ENSG00000228277.1,0.304743703,-0.073173407,0.813874167,-0.089907518,0.928360707,0.954477381
ENSG00000076201.15,3290.537368,-0.006241715,0.069533622,-0.089765424,0.928473625,0.954533802
ENSG00000253143.3,0.168559021,0.101745176,1.133188991,0.08978659,0.928456804,0.954533802
ENSG00000175646.4,0.145544583,0.135666548,1.513267681,0.089651388,0.928564247,0.954597131
ENSG00000122376.12,1192.735412,0.005727164,0.064079929,0.089375322,0.928783635,0.954792828
ENSG00000255928.1,1.94836365,-0.037658284,0.422031038,-0.089231078,0.928898267,0.954880827
ENSG00000204481.8,0.141223213,0.148330211,1.665403379,0.089065636,0.929029747,0.954986138
ENSG00000225002.2,0.132063033,-0.135814892,1.525792699,-0.089012676,0.929071836,0.954999557
ENSG00000261410.1,0.349959331,0.121070816,1.361208537,0.088943621,0.929126717,0.955026124
ENSG00000118245.2,0.184042458,-0.119163132,1.343996014,-0.088663308,0.929349494,0.955195411
ENSG00000234230.1,0.755221995,-0.029863623,0.336710054,-0.088692401,0.929326372,0.955195411
ENSG00000196605.7,274.1534023,-0.007974776,0.090039855,-0.088569402,0.929424127,0.95524227
ENSG00000257890.1,1.879705134,0.02569508,0.290258516,0.088524809,0.929459567,0.955245802
ENSG00000284656.1,0.295099122,0.055980078,0.632600475,0.088491994,0.929485647,0.955245802
ENSG00000163081.4,0.221767934,0.093414866,1.058594477,0.088244241,0.929682555,0.955407126
ENSG00000231383.2,0.234956504,0.118207279,1.339893579,0.088221394,0.929700714,0.955407126
ENSG00000204256.14,10215.55499,-0.005561154,0.063074623,-0.088167849,0.929743271,0.955421009
ENSG00000253726.1,0.235322641,0.123544328,1.403912414,0.088000026,0.929876656,0.955528225
ENSG00000168385.18,18685.35419,-0.004736111,0.053888025,-0.087888006,0.92996569,0.955589862
ENSG00000267035.1,0.359839201,0.044731769,0.510371644,0.087645483,0.930158451,0.955758076
ENSG00000213921.8,0.168895583,0.119276526,1.364509155,0.087413503,0.930342836,0.955917674
ENSG00000169908.12,17850.71306,0.012613114,0.144497174,0.087289694,0.930441246,0.955979333
ENSG00000206062.4,0.192464487,-0.114359881,1.310491569,-0.087264873,0.930460975,0.955979333
ENSG00000206142.9,0.16604476,-0.063761012,0.732029305,-0.087101721,0.930590658,0.956081089
ENSG00000254040.2,0.915273087,0.035831632,0.411675232,0.08703859,0.930640838,0.956081089
ENSG00000287139.1,0.130279203,0.122077745,1.40269965,0.087030567,0.930647216,0.956081089
ENSG00000232301.2,0.147435114,0.073544149,0.845558162,0.086977043,0.93068976,0.956094933
ENSG00000237728.2,0.13616605,-0.100629487,1.158098154,-0.086892019,0.930757344,0.9561345
ENSG00000255523.1,0.189761662,0.090333364,1.042611122,0.086641473,0.930956499,0.956309218
ENSG00000280005.1,0.231206636,0.118585982,1.37393383,0.086311276,0.931218975,0.956548969
ENSG00000286421.1,0.157145878,0.076373241,0.885653949,0.086233728,0.93128062,0.956582417
ENSG00000268988.1,0.165053448,0.19859101,2.310435637,0.085953924,0.931503045,0.956781006
ENSG00000246250.3,37.44437504,-0.020445565,0.238332323,-0.085785949,0.931636576,0.956888279
ENSG00000274529.5,0.140988675,-0.07304652,0.851900151,-0.085745401,0.93166881,0.956891507
ENSG00000214643.6,0.12333096,-0.108359681,1.26519293,-0.085646765,0.931747222,0.956912281
ENSG00000285819.1,0.140720136,0.150354239,1.755231672,0.085660623,0.931736205,0.956912281
ENSG00000231901.1,1.772162344,0.045559147,0.532525622,0.085552968,0.931821788,0.956958981
ENSG00000265313.7,2.953467283,0.023028722,0.269300788,0.085513012,0.931853551,0.956961723
ENSG00000261501.1,0.252101206,0.042760938,0.501316138,0.08529735,0.932024998,0.957078026
ENSG00000285797.1,0.208766643,-0.0753002,0.882745372,-0.085302289,0.932021072,0.957078026
ENSG00000197343.11,2933.385873,-0.007138347,0.083963346,-0.085017423,0.93224754,0.957276663
ENSG00000236920.2,0.179479834,0.13578966,1.600371255,0.08484885,0.932381557,0.95738439
ENSG00000257253.2,0.287033801,0.053583751,0.633493319,0.084584555,0.932591678,0.957570253
ENSG00000051009.11,1722.195338,0.005734323,0.067893882,0.084460086,0.932690636,0.957641966
ENSG00000136286.16,2287.606568,-0.015955358,0.189056613,-0.084394603,0.932742698,0.957665527
ENSG00000229102.1,0.142263165,0.08009122,0.949426028,0.084357514,0.932772186,0.957665909
ENSG00000250782.1,0.13385077,0.143816705,1.709690261,0.084118573,0.932962158,0.957831053
ENSG00000287148.1,0.140433471,-0.105884945,1.259837288,-0.084046524,0.933019442,0.957859967
ENSG00000228237.5,0.30265605,0.098819453,1.176557375,0.083990339,0.933064113,0.95787593
ENSG00000168769.14,1444.468615,0.00796832,0.095173489,0.083724155,0.933275752,0.957913812
ENSG00000168936.11,2477.647327,0.007465057,0.089037776,0.083841458,0.933182485,0.957913812
ENSG00000196860.8,6.679906382,0.010904667,0.130148918,0.083786078,0.933226517,0.957913812
ENSG00000229797.2,0.16777917,0.07811375,0.931140103,0.083890437,0.933143543,0.957913812
ENSG00000287253.1,0.147066709,0.128860793,1.538148601,0.083776556,0.933234088,0.957913812
ENSG00000287488.1,0.206487511,-0.078010861,0.931606241,-0.083738019,0.933264728,0.957913812
ENSG00000256077.5,0.17664013,-0.077666593,0.932434093,-0.083294459,0.933617406,0.958234584
ENSG00000226872.2,0.210234967,-0.057889889,0.695679329,-0.083213467,0.933681805,0.958265624
ENSG00000258742.6,0.363667965,0.062114818,0.746723619,0.083183144,0.933705915,0.958265624
ENSG00000163389.12,825.4323432,0.005496972,0.066463113,0.082707112,0.93408443,0.958358685
ENSG00000177201.2,0.150060635,-0.111777912,1.351090094,-0.082731649,0.934064919,0.958358685
ENSG00000225610.1,0.215251332,-0.050657141,0.611970349,-0.082777116,0.934028765,0.958358685
ENSG00000226833.6,49.99953978,0.011005185,0.13288098,0.082819865,0.933994774,0.958358685
ENSG00000230647.2,0.69606666,-0.034454898,0.416595174,-0.082705946,0.934085357,0.958358685
ENSG00000241345.1,0.232067404,0.070662728,0.85365101,0.082777068,0.934028803,0.958358685
ENSG00000257849.1,0.290688833,-0.049763231,0.600895381,-0.082815134,0.933998535,0.958358685
ENSG00000265643.1,0.97142186,0.038885967,0.468627448,0.082978425,0.933868695,0.958358685
ENSG00000279851.2,0.148197155,0.092229668,1.111061257,0.083010425,0.93384325,0.958358685
ENSG00000286466.1,0.183420613,0.083966825,1.015285465,0.082702677,0.934087957,0.958358685
ENSG00000197938.5,0.212274423,0.10481064,1.268515512,0.082624642,0.934150007,0.958392453
ENSG00000116209.12,16472.94488,0.006789634,0.082394398,0.082404067,0.934325402,0.958514552
ENSG00000234015.1,0.281665877,-0.049591178,0.602358202,-0.082328385,0.934385583,0.958514552
ENSG00000234435.3,0.143450765,-0.219998246,2.671498595,-0.082350126,0.934368295,0.958514552
ENSG00000260999.1,0.16645197,-0.13306936,1.615811307,-0.082354517,0.934364803,0.958514552
ENSG00000235824.5,0.178941433,-0.057056148,0.693625174,-0.082257897,0.934441634,0.958542156
ENSG00000151292.17,1457.3909,-0.005398409,0.065851396,-0.08197866,0.934663683,0.958740032
ENSG00000251567.5,0.181844957,-0.106719298,1.304966439,-0.081779343,0.934822183,0.958872712
ENSG00000173673.8,0.160111239,0.078503617,0.960495356,0.081732428,0.934859491,0.958881077
ENSG00000268129.1,0.186487606,0.055763475,0.682776203,0.081671673,0.934907805,0.95890073
ENSG00000224513.2,0.164727582,0.071564189,0.877927595,0.08151491,0.935032468,0.958968786
ENSG00000256377.6,6.645087802,-0.030344099,0.372129664,-0.081541736,0.935011135,0.958968786
ENSG00000232072.1,0.20792488,0.068756624,0.845578505,0.081313118,0.935192942,0.959049083
ENSG00000253304.2,195.9205809,0.011942798,0.1468862,0.081306465,0.935198233,0.959049083
ENSG00000266961.1,0.308790787,0.035421279,0.435504366,0.081333925,0.935176395,0.959049083
ENSG00000168010.11,1086.786845,0.010965292,0.135151677,0.081133227,0.935336002,0.959100657
ENSG00000226956.1,0.286876868,-0.053386584,0.657432664,-0.081204642,0.935279208,0.959100657
ENSG00000253958.2,770.5399003,-0.010483989,0.129194793,-0.081148692,0.935323702,0.959100657
ENSG00000225564.6,0.255085944,0.05021948,0.622394159,0.080687582,0.935690413,0.959434162
ENSG00000169340.10,0.411250604,0.063981404,0.793803074,0.080601104,0.935759188,0.959443794
ENSG00000240915.2,0.228929909,0.053315433,0.662064518,0.08052906,0.935816485,0.959443794
ENSG00000260551.1,0.235690566,-0.082318385,1.021867534,-0.080556806,0.935794418,0.959443794
ENSG00000273331.1,0.172770821,0.053490548,0.663866188,0.080574291,0.935780512,0.959443794
ENSG00000233424.2,0.222906428,0.145962646,1.816356909,0.080360113,0.93595085,0.959551643
ENSG00000226431.1,0.165325384,-0.107353587,1.338063798,-0.080230545,0.936053897,0.959627378
ENSG00000165071.15,177.1850033,0.013414242,0.167423453,0.080121645,0.936140508,0.959638522
ENSG00000248634.1,0.208620083,0.061644944,0.768852541,0.08017785,0.936095807,0.959638522
ENSG00000274403.1,9.435899501,0.014658542,0.182987425,0.080106826,0.936152294,0.959638522
ENSG00000229348.1,1.587158312,0.020834679,0.260520888,0.079973163,0.936258601,0.959717586
ENSG00000160799.11,1602.385637,0.006488483,0.081254472,0.079853859,0.936353488,0.959770937
ENSG00000253825.1,0.202270733,0.052354288,0.655786508,0.079834347,0.936369007,0.959770937
ENSG00000171456.20,3718.313127,0.004796171,0.060340246,0.079485433,0.936646518,0.959875912
ENSG00000188425.4,0.228423068,0.041408256,0.520632153,0.079534572,0.936607434,0.959875912
ENSG00000259390.4,0.173219436,-0.106629661,1.338419431,-0.079668345,0.936501036,0.959875912
ENSG00000283003.2,0.341801341,-0.049827139,0.626710857,-0.079505785,0.93663033,0.959875912
ENSG00000286510.1,0.256516299,0.050809899,0.638961549,0.079519494,0.936619426,0.959875912
ENSG00000287441.1,0.124826776,0.194513708,2.443365376,0.079608932,0.936548291,0.959875912
ENSG00000131080.15,167.0751488,-0.0162348,0.204807702,-0.079268501,0.93681906,0.960022822
ENSG00000144747.17,2274.277716,0.005846497,0.073942731,0.07906791,0.936978607,0.960156407
ENSG00000283528.2,0.523434242,0.033265361,0.421624676,0.078898041,0.937113722,0.960264947
ENSG00000106799.13,3295.669022,-0.008133161,0.103251298,-0.078770541,0.937215136,0.960338949
ENSG00000267749.1,2.318754712,-0.024670873,0.314127191,-0.078537848,0.937400225,0.960498683
ENSG00000228909.2,0.237649346,0.09813574,1.252535464,0.078349669,0.937549908,0.960581429
ENSG00000241696.2,0.187533599,-0.083911371,1.07042713,-0.07839055,0.937517391,0.960581429
ENSG00000243733.1,0.130074668,-0.081157316,1.036145491,-0.078326178,0.937568594,0.960581429
ENSG00000166589.13,26.99841448,-0.02984189,0.381356311,-0.078251988,0.937627608,0.96061197
ENSG00000234921.1,1.069838571,0.036928753,0.472780881,0.078109659,0.937740824,0.960668116
ENSG00000288565.1,0.146394872,-0.101027724,1.293347253,-0.078113379,0.937737865,0.960668116
ENSG00000226994.9,0.248642184,-0.060140737,0.770508855,-0.078053272,0.937785678,0.960684144
ENSG00000259483.1,2.622726875,-0.026278672,0.337243828,-0.077921878,0.937890196,0.960761292
ENSG00000258121.1,0.538096656,0.037720887,0.485500398,0.077694864,0.93807078,0.960916353
ENSG00000262003.1,16.29791012,0.021177353,0.272841176,0.077617878,0.938132021,0.960949159
ENSG00000234225.2,0.164898448,-0.05240562,0.675800568,-0.077545985,0.938189211,0.960977813
ENSG00000275226.1,0.175502173,-0.056664836,0.732859985,-0.07732014,0.93836887,0.961131905
ENSG00000286903.1,0.259862508,-0.048480007,0.627525386,-0.077255849,0.938420013,0.961154359
ENSG00000115808.12,2195.898681,-0.005688784,0.073761481,-0.077124054,0.938524857,0.961231811
ENSG00000182816.9,0.42875547,-0.061796769,0.802459561,-0.0770092,0.938616226,0.961265526
ENSG00000229291.1,2.682551084,0.01755178,0.227886985,0.077019668,0.938607899,0.961265526
ENSG00000258850.1,0.221126701,0.141192749,1.842164905,0.076645011,0.938905951,0.961532304
ENSG00000271825.1,7.474946894,-0.017271404,0.226194592,-0.076356396,0.939135559,0.961737501
ENSG00000160339.16,3.813517792,0.021321562,0.280385592,0.076043714,0.93938432,0.961962299
ENSG00000237019.1,0.147291582,-0.133359544,1.759708359,-0.075785026,0.939590129,0.96204846
ENSG00000254975.1,0.800339533,0.039701921,0.523848641,0.075788917,0.939587033,0.96204846
ENSG00000255109.6,0.210014627,0.074986824,0.988913243,0.075827505,0.939556333,0.96204846
ENSG00000271958.1,0.247153896,-0.045653323,0.601752708,-0.07586725,0.939524712,0.96204846
ENSG00000286582.1,0.171649701,0.061904802,0.817180434,0.075754141,0.939614702,0.96204846
ENSG00000160318.6,25.63958866,0.011266066,0.14937941,0.075419136,0.939881234,0.962291401
ENSG00000204880.8,0.141271909,-0.105991535,1.408095527,-0.075272972,0.939997526,0.962380509
ENSG00000261368.1,0.134121804,-0.065121061,0.866656436,-0.075140573,0.940102866,0.9624584
ENSG00000256670.1,0.343521836,-0.029318428,0.391037746,-0.074975954,0.940233844,0.962562532
ENSG00000249906.1,0.663876212,-0.029018477,0.388626195,-0.07466938,0.940477771,0.962782285
ENSG00000206417.8,90.03798919,-0.010717403,0.143782608,-0.074538936,0.940581561,0.962828604
ENSG00000265400.1,0.190317291,-0.064285919,0.86214205,-0.074565344,0.940560548,0.962828604
ENSG00000231192.2,0.169301803,-0.111518343,1.49824775,-0.074432512,0.94066624,0.962885319
ENSG00000271892.1,0.308337429,-0.045648018,0.613675831,-0.074384578,0.94070438,0.962894394
ENSG00000258082.1,6.323767625,-0.012640684,0.170110722,-0.074308566,0.940764861,0.962896372
ENSG00000285373.2,117.1646914,0.014774964,0.198831253,0.074309062,0.940764467,0.962896372
ENSG00000270062.1,21.82651815,0.008271332,0.111499127,0.074182933,0.940864826,0.962968723
ENSG00000264515.6,0.190138578,-0.094940833,1.28251826,-0.074026886,0.940988992,0.963065839
ENSG00000249409.1,0.708019264,0.040496352,0.547457058,0.073971741,0.941032871,0.96308078
ENSG00000180425.11,325.7944886,-0.007662923,0.103768419,-0.073846392,0.941132613,0.963092959
ENSG00000205883.2,0.130432309,-0.133710115,1.81030774,-0.073860434,0.941121439,0.963092959
ENSG00000227157.2,0.17195497,0.115845595,1.5686222,0.073851814,0.941128298,0.963092959
ENSG00000233941.1,0.123602093,-0.068808579,0.932694334,-0.073773986,0.941190227,0.963121953
ENSG00000249854.3,0.172334696,0.14077341,1.914153571,0.073543425,0.941373689,0.963279722
ENSG00000235431.2,0.210090564,0.081684939,1.11690593,0.073135021,0.941698673,0.963582292
ENSG00000205882.8,0.177910857,0.072626479,0.994066783,0.07305996,0.941758404,0.963613433
ENSG00000257557.2,41.14723079,-0.009151209,0.125435108,-0.072955727,0.941841348,0.963668325
ENSG00000247934.4,83.94538508,-0.007487992,0.102762852,-0.072866723,0.941912175,0.963702636
ENSG00000263574.2,4.355710919,0.021477997,0.29486562,0.072839949,0.941933481,0.963702636
ENSG00000253627.1,0.142116776,-0.061948117,0.852237192,-0.072688822,0.942053744,0.963765722
ENSG00000285413.1,1.430767921,-0.024866373,0.342023398,-0.07270372,0.942041888,0.963765722
ENSG00000266102.1,0.171393329,-0.048716368,0.67091045,-0.072612325,0.942114619,0.963798023
ENSG00000136634.7,37.61497528,-0.011895557,0.164016433,-0.072526619,0.942182823,0.963826869
ENSG00000254339.5,2.936983638,-0.0307518,0.424359279,-0.072466426,0.942230724,0.963826869
ENSG00000284743.1,0.143435284,0.097973531,1.351333074,0.072501394,0.942202896,0.963826869
ENSG00000148215.4,0.384660647,-0.036534443,0.504449102,-0.07242444,0.942264136,0.963831072
ENSG00000183470.9,0.122475084,-0.100598492,1.393030505,-0.07221557,0.942430355,0.963971117
ENSG00000225058.1,0.191120025,-0.057090988,0.791354111,-0.072143415,0.942487776,0.963974781
ENSG00000255119.1,0.1287856,-0.057059902,0.790989007,-0.072137415,0.942492551,0.963974781
ENSG00000287285.1,0.187495293,-0.067956062,0.946171072,-0.071822173,0.942743427,0.964201393
ENSG00000111652.10,3319.897135,0.005381082,0.07499293,0.07175452,0.942797267,0.964218407
ENSG00000224223.1,0.144493933,-0.0844852,1.177861799,-0.0717276,0.942818691,0.964218407
ENSG00000123405.14,240.3071537,0.01316247,0.183750363,0.07163235,0.942894495,0.96425854
ENSG00000255467.1,0.395897752,0.045719333,0.638496996,0.071604617,0.942916566,0.96425854
ENSG00000153246.13,545.750058,0.009131463,0.127669095,0.071524458,0.94298036,0.964263819
ENSG00000285917.1,0.211564967,0.050979311,0.712491122,0.071550802,0.942959394,0.964263819
ENSG00000248709.3,0.435915749,0.051103014,0.718539882,0.071120637,0.943301744,0.964532485
ENSG00000249737.1,0.280452064,-0.049305972,0.693206028,-0.071127443,0.943296327,0.964532485
ENSG00000243319.7,2.796137682,0.031625379,0.44584189,0.070934068,0.943450229,0.964654324
ENSG00000258556.1,0.343445915,0.026682333,0.37716559,0.070744346,0.943601226,0.964778724
ENSG00000089177.19,1488.655755,-0.006129463,0.086797993,-0.070617568,0.943702128,0.964821907
ENSG00000228309.7,0.221698819,-0.072253502,1.022749085,-0.070646362,0.943679211,0.964821907
ENSG00000265393.1,0.152373337,0.044226558,0.628970823,0.070315754,0.943942343,0.965036531
ENSG00000266302.6,12.60077264,-0.023052271,0.328005738,-0.070280086,0.943970733,0.965036531
ENSG00000159459.12,1990.63707,0.005847187,0.083251063,0.070235589,0.944006148,0.965037123
